recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@N1,SC4001E0-PSG,N1,100,12000,0.00028530081,9.1042813e-05,0.00046587673,0.00055068581,0.1154309,-0.021192415,8.2579441e-05,8.0533966e-05,0.00046506128,0.00030397823,-0.40407391,-0.0012138857
recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@W,SC4001E0-PSG,W,100,12000,0.0028728246,0.00027911477,0.0043586716,0.00072819661,-0.84755283,0.019646492,0.0013797236,0.00013554666,0.001992414,0.00037305263,-0.5055544,-1.2496786e-05
recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@N3,SC4001E0-PSG,N3,100,12000,0.00054445087,0.00039244228,0.00072601961,0.00087678239,0.05901688,0.012673107,0.00046545424,0.00034640139,0.0010279894,0.00093244489,0.041300245,0.027610172
recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@N2,SC4001E0-PSG,N2,100,12000,0.00053530843,0.00012830695,0.0010037536,0.00053291496,0.089892065,0.026432399,9.3589e-05,0.00091560814,0.00069741035,0.0011389956,-0.036132566,-0.011084015
SC4002E0-PSG@W,SC4002E0-PSG,W,100,12000,0.0004612815,0.00021605013,0.0012130683,0.00056351939,-0.65501642,-0.014447087,0.0012455357,5.9341406e-05,0.0018709097,0.00036035811,-0.0034106756,-0.015265775
SC4001E0-PSG@REM,SC4001E0-PSG,REM,100,12000,0.0010036163,0.00038054099,0.001913384,0.00073641508,-0.29131454,0.012202355,0.00015041487,0.00017801502,0.00077161007,0.00036636005,-0.031325805,-0.028381737
SC4002E0-PSG@N1,SC4002E0-PSG,N1,100,12000,0.000135514,0.00037374985,0.0010596412,0.00059251928,-0.22555123,-0.0068562441,0.0016175145,0.00013506694,0.0017323096,0.00057855295,-0.14221844,0.024525354
SC4002E0-PSG@N2,SC4002E0-PSG,N2,100,12000,0.00021542116,0.00032913855,0.00052743995,0.00087686172,0.047222256,-0.017653904,3.4282252e-05,5.2033771e-05,0.00031994218,0.00034047881,-0.030065208,-0.018830551
SC4002E0-PSG@REM,SC4002E0-PSG,REM,100,12000,0.00027949811,0.00023942369,0.00046084569,0.00039393428,0.28559684,0.0083183984,0.00025187831,0.00015080579,0.00047735612,0.00049536006,-0.070451842,-0.0021192681
SC4002E0-PSG@N3,SC4002E0-PSG,N3,100,12000,0.0012751221,4.1105673e-05,0.0015182198,0.00069350815,-0.074778595,0.013821503,6.8497661e-05,0.00026799784,0.00021301087,0.00077939045,-0.058139597,0.0033562013
SC4011E0-PSG@N1,SC4011E0-PSG,N1,100,12000,0.00012970074,8.4991809e-05,0.00044999032,0.00030767332,0.079548562,0.029651202,0.00025425079,0.0001512674,0.000602946,0.00055183539,0.34423981,-0.0094596749
SC4011E0-PSG@W,SC4011E0-PSG,W,100,12000,0.0012306079,0.00010358424,0.0025810736,0.00056733554,-0.43231073,-0.014654342,0.0056869087,0.00066331715,0.0079831991,0.0010756494,-0.53652047,0.0099038841
SC4011E0-PSG@N2,SC4011E0-PSG,N2,100,12000,0.00012527226,0.00045884796,0.0003888315,0.00086456611,0.014257093,0.0041718421,0.00024039801,0.00052139003,0.00058168586,0.0010676472,-0.061883029,0.018794394
SC4011E0-PSG@REM,SC4011E0-PSG,REM,100,12000,8.623806e-05,0.00019551185,0.00083581719,0.00047834588,0.013896956,0.0081192337,0.00036639427,0.00034172449,0.00083366695,0.00074780504,0.066060853,0.0113666
SC4012E0-PSG@W,SC4012E0-PSG,W,100,12000,0.0038472379,0.00012925376,0.009269852,0.00035695164,-0.65382463,0.017389179,0.016874516,0.00058651667,0.020668676,0.00087114077,-0.83091432,-0.0036593748
