recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,meta_run,meta_condition,meta_sfreq,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,icoh_alpha,lempel_ziv,lrtc_alpha,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
S001@R02,eegmmidb_rest,S001,ok,,64,160,8800,R02,eyes_closed,160.0,0.5597407601,0.08094850906,0.09847066384,0.1312125298,4.996182261,2.797009154,0.9435115865,0.1261747888,0.6644375241,0.930280113,0.09316344279,0.0006434823083,0.4531494667,0.2801843211,0.04526130939,22.11525361,0.7935924409,2.107500972,1.431384007,0.1420631854
S002@R02,eegmmidb_rest,S002,ok,,64,160,8800,R02,eyes_closed,160.0,0.4258224088,0.1877322298,0.2762675553,0.5743144447,0.6496918857,3.35578627,0.5048259764,0.1640647507,0.8335755693,0.7789266789,-0.1017398013,0.000647100637,0.5785238414,0.1237105817,0.05214248383,29.7981612,0.8113872194,1.207329453,0.8479718969,0.2087262038
S005@R02,eegmmidb_rest,S005,ok,,64,160,8800,R02,eyes_closed,160.0,0.4431717779,0.1156194927,-0.169461375,-0.8333225383,6.910743391,1.380990318,1.215790692,0.07785412831,0.7420772123,0.6808000208,-0.1033098385,0.0007946740403,0.1271265978,0.5062737515,0.04842688817,28.78724644,0.7943306875,1.876279524,1.31861299,0.06426574783
S006@R01,eegmmidb_rest,S006,ok,,64,160,8800,R01,eyes_open,160.0,0.4705363494,0.1607451601,0.3458616334,1.132096634,6.411708944,1.799388025,1.623257328,0.06844119283,0.7891032569,0.5837924983,-0.06614735247,0.001986834872,0.02937496999,0.6857508233,0.02907555147,28.98901203,0.7051683556,0.9551793081,0.6777718452,0.06341654967
S006@R02,eegmmidb_rest,S006,ok,,64,160,8800,R02,eyes_closed,160.0,0.219859712,0.2582480653,0.1509254053,0.04559062149,6.702259892,1.451917328,0.9930291996,0.07191507159,0.8705735434,0.6356904919,-0.057137892,0.0005914372728,0.08456524704,0.3408071169,0.05310487424,38.31950588,0.8905404515,0.9301824245,0.7121950597,0.0731344999
S008@R02,eegmmidb_rest,S008,ok,,64,160,8800,R02,eyes_closed,160.0,0.5523803102,0.08662036279,0.2584462342,0.7552238705,4.77708152,1.411990468,1.284096677,0.1088403487,0.5409552282,0.8097915473,0.06653351473,0.0007903896671,0.2726968357,0.4775374459,0.03611766166,25.35068873,0.7514282942,1.976750588,1.32095527,0.1605648693
S009@R02,eegmmidb_rest,S009,ok,,64,160,8800,R02,eyes_closed,160.0,0.1686258151,0.3842892679,0.231468888,0.08536211079,-0.5882463305,0.6840005769,0.3865730346,0.1288926986,0.7820649217,0.5742545468,-0.2580387503,0.001081823425,0.14163414,0.1358568153,0.1199903424,42.60928061,0.9787147683,0.4926922369,0.2779157662,0.1342977522
S010@R01,eegmmidb_rest,S010,ok,,64,160,8800,R01,eyes_open,160.0,0.5478167433,0.06983858705,0.2727871212,0.9074346941,0.7714632726,2.361572617,1.481044661,0.07866794558,0.4583015048,0.5957213969,0.135322085,0.0007444862089,0.0717965748,0.6902308938,0.04775146218,22.52863891,0.6873954078,2.012923648,1.534785646,0.05975754289
S011@R01,eegmmidb_rest,S011,ok,,64,160,8800,R01,eyes_open,160.0,0.519075605,0.07182097775,0.256780847,0.7912823472,4.584195973,1.696508935,1.759641316,0.06619817149,0.4861122716,0.6123503133,0.1278476006,0.001145041671,0.0334779774,0.7957891071,0.04194145983,18.73869037,0.579606995,2.130417905,1.436359081,0.0539684352
S015@R01,eegmmidb_rest,S015,ok,,64,160,8800,R01,eyes_open,160.0,0.3949191202,0.2178073666,0.3518698985,0.9452695701,4.345620269,2.123785417,0.4545415768,0.0933786048,0.9080386637,0.6576989677,-0.09723564338,0.0009311976775,0.2164894636,0.234093254,0.04502462075,35.28987327,0.9252079906,1.391055895,0.8438509246,0.1085936345
S015@R02,eegmmidb_rest,S015,ok,,64,160,8800,R02,eyes_closed,160.0,0.4303948282,0.157556211,0.2362806053,0.4598646697,4.344686932,2.496472068,0.2405425249,0.07856162846,0.8717569803,0.7251820814,-0.07267096741,0.0005788464699,0.3212730796,0.1817775003,0.04613853782,31.54023476,0.903396584,1.432676735,0.9496731471,0.07006580367
