recording_id,subject,label,window_index,start_seconds,sfreq_eeg,n_samples,eeg_channel,emg_channel,irr3,irr4,incr_asym,exponent_high,emg_mean,emg_median,emg_p90,emg_sd,status,error
SC4042E0-PSG@N2#0,SC4042E0-PSG,N2,0,46665.0,100,12000,EEG Fpz-Cz,EMG submental,2.4135362e-05,0.00021535531,0.027050245,2.03239,2.07707,2.092,2.329,0.186544,ok,
SC4042E0-PSG@N2#1,SC4042E0-PSG,N2,1,46785.0,100,12000,EEG Fpz-Cz,EMG submental,5.778921e-05,0.00065114229,0.0358699,2.09794,2.02723,2.034,2.2442,0.180412,ok,
SC4042E0-PSG@N2#2,SC4042E0-PSG,N2,2,46905.0,100,12000,EEG Fpz-Cz,EMG submental,6.2906429e-05,0.00055892492,0.040328371,2.09205,1.68505,1.609,2.0928,0.330517,ok,
SC4042E0-PSG@N2#3,SC4042E0-PSG,N2,3,47025.0,100,12000,EEG Fpz-Cz,EMG submental,0.00029930162,0.00051981899,0.021930261,1.94139,1.4336,1.437,1.63,0.148913,ok,
SC4042E0-PSG@N2#4,SC4042E0-PSG,N2,4,47145.0,100,12000,EEG Fpz-Cz,EMG submental,6.2601681e-05,0.00086142493,-0.061089968,1.98471,1.3885,1.415,1.5752,0.155718,ok,
SC4042E0-PSG@N2#5,SC4042E0-PSG,N2,5,47265.0,100,12000,EEG Fpz-Cz,EMG submental,0.00013292784,0.00072398838,0.085226909,2.21534,1.4172,1.415,1.5766,0.144178,ok,
SC4051E0-PSG@W#0,SC4051E0-PSG,W,0,18975.0,100,12000,EEG Fpz-Cz,EMG submental,0.0029176863,0.0039460852,-0.46914503,0.0158179,2.82393,2.84,2.9664,0.123927,ok,
SC4051E0-PSG@W#1,SC4051E0-PSG,W,1,19095.0,100,12000,EEG Fpz-Cz,EMG submental,0.0015197856,0.0027846603,-0.46712375,0.164067,2.82467,2.829,2.9626,0.108908,ok,
SC4051E0-PSG@W#2,SC4051E0-PSG,W,2,19215.0,100,12000,EEG Fpz-Cz,EMG submental,0.0035324612,0.0054540558,-0.63646437,-0.0417994,2.87637,2.88,3.0102,0.112317,ok,
SC4051E0-PSG@W#3,SC4051E0-PSG,W,3,19335.0,100,12000,EEG Fpz-Cz,EMG submental,0.0015488322,0.0031534456,-0.68706132,0.182591,2.87263,2.893,3.0088,0.120004,ok,
SC4051E0-PSG@W#4,SC4051E0-PSG,W,4,19455.0,100,12000,EEG Fpz-Cz,EMG submental,0.001321022,0.002693108,-0.59470355,0.0749568,2.91597,2.923,3.009,0.0735028,ok,
SC4051E0-PSG@W#5,SC4051E0-PSG,W,5,19575.0,100,12000,EEG Fpz-Cz,EMG submental,0.0016144884,0.0025068704,-0.52538695,0.495291,2.93658,2.947,3.0624,0.121165,ok,
SC4061E0-PSG@N3#0,SC4061E0-PSG,N3,0,37830.0,100,12000,EEG Fpz-Cz,EMG submental,0.00037176182,0.00095826668,-0.068434823,0.184147,1.13907,1.136,1.3044,0.129286,ok,
SC4061E0-PSG@N3#1,SC4061E0-PSG,N3,1,37950.0,100,12000,EEG Fpz-Cz,EMG submental,0.00034836725,0.0004155999,-0.1135847,0.22245,1.06772,1.079,1.2166,0.140124,ok,
SC4061E0-PSG@N3#2,SC4061E0-PSG,N3,2,38070.0,100,12000,EEG Fpz-Cz,EMG submental,0.00099811965,0.0011737963,-0.073189979,0.725814,1.10493,1.122,1.2666,0.154109,ok,
SC4061E0-PSG@N3#3,SC4061E0-PSG,N3,3,38190.0,100,12000,EEG Fpz-Cz,EMG submental,0.00011310571,0.00047983484,0.021685807,0.576888,1.05923,1.054,1.2388,0.126342,ok,
SC4061E0-PSG@N3#4,SC4061E0-PSG,N3,4,38310.0,100,12000,EEG Fpz-Cz,EMG submental,0.00082468424,0.00098905558,0.049144467,0.852054,1.04155,1.041,1.236,0.144884,ok,
SC4061E0-PSG@N3#5,SC4061E0-PSG,N3,5,38430.0,100,12000,EEG Fpz-Cz,EMG submental,0.00045960608,0.00081688545,-0.078044463,0.262278,1.03682,1.047,1.1922,0.149905,ok,
