subject,task,run,trial,y,f0,f1,f2,f3,f4,f5
S003,executed,R03,1,1.0,14.978652665386255,14.568718385919084,14.852862189303691,15.503935289122529,15.697503664837436,15.761710631864942
S003,executed,R03,3,0.0,15.326728558569087,14.919103712603398,15.237707532536565,15.49496628323981,15.214872468686105,15.420701946192434
S003,executed,R03,5,1.0,15.589441595529925,15.227315078634856,15.43677011508476,15.315874231229031,15.09940587690439,15.179036825121564
S003,executed,R03,7,0.0,15.461674094831187,15.52211610884917,15.71057765130764,15.703797147846995,15.804365749108698,15.766804456682397
S003,executed,R03,9,0.0,15.092745140912932,14.377606079489322,14.741038638930743,15.256781620652067,15.291455000065481,15.355185142478417
S003,executed,R03,11,1.0,15.367358690622966,15.37147903270664,15.479878512581628,15.594117227051239,15.81935072268025,15.662827716435183
S003,executed,R03,13,1.0,15.599435372587816,15.601879117433963,15.885589361846264,16.092587643683647,15.78443114615697,15.994909590491423
S003,executed,R03,15,0.0,16.140268836096602,16.171556430769613,16.15378651671688,15.989234951989571,15.96618416100706,15.90754407936586
S003,executed,R03,17,0.0,15.687744515095488,15.107787477508404,15.66119973186703,15.462422967455323,15.542662719808789,15.44838729691864
S003,executed,R03,19,1.0,16.293620664982388,15.716788536757859,15.891913348885318,16.029012888932435,15.922889742303196,15.9274403557722
S003,executed,R03,21,0.0,15.57431212844472,14.95902989201899,15.264958748176435,15.772941358811526,15.913842571428466,15.742014952530589
S003,executed,R03,23,1.0,15.475627170439031,15.437639969143733,15.221634772976337,15.82050428571095,15.68683211843877,15.56863731949732
S003,executed,R03,25,1.0,16.290528112730563,14.825867340726603,15.331807246138425,15.88524123045,15.855784729226903,15.821896689890874
S003,executed,R03,27,0.0,15.199405517554261,15.177443903074062,15.163465704751827,15.788992368258997,15.54709266674692,15.608917353014531
S003,executed,R03,29,1.0,15.186743252721355,15.467693394969958,15.53036212950505,16.145672943059346,16.142687714975214,16.19734154159941
S003,executed,R07,1,0.0,15.235401456372527,15.30366605142908,15.104147536490006,15.365949844532961,15.5221733862662,15.485138147627621
S003,executed,R07,3,1.0,16.137332203328416,16.025120119024624,16.38989177288695,15.68704019486434,15.579681856190543,15.713914926697548
S003,executed,R07,5,0.0,15.888182926035947,15.571245223162405,15.998020636010855,15.49590647947082,15.517749119531073,15.425555417810155
S003,executed,R07,7,1.0,14.999759069105188,15.349239503473576,15.106841815593521,15.335675506655573,15.356072496808943,15.276531412001432
S003,executed,R07,9,0.0,15.316521962469347,15.230825910502144,15.209799860491673,15.395939708952735,15.477908396428703,15.423630071314708
S003,executed,R07,11,1.0,15.013250106144403,14.727254077310462,14.742896087547997,15.658469591559838,15.613825792289006,15.502933568929704
S003,executed,R07,13,1.0,14.831121522286244,14.974974464967424,14.738735281319638,15.555862273895954,15.510872580855668,15.367068248683658
S003,executed,R07,15,0.0,16.07311026886289,15.481566953787405,15.815342938625749,15.595334122478778,15.676323277260563,15.702004691558205
S003,executed,R07,17,0.0,15.741009112474599,15.428844926514452,15.85470252595251,15.707342193325333,15.345699303124912,15.608573803391645
S003,executed,R07,19,1.0,15.776271432281444,15.779134148956153,15.60615052522814,15.511294684596358,15.76704311709952,15.519068338596677
S003,executed,R07,21,1.0,15.4195078726428,15.461362797465362,15.741360664517508,15.61702338275295,15.956466488931762,15.7441758734477
S003,executed,R07,23,0.0,15.43092545014306,15.626394745608417,15.4829757229055,15.787909267907374,15.73759985434948,15.670142805721914
