subject,run,trial,y,cue_s,n_channels_used,exponent_low,exponent_high,whole_head_exponent,relative_alpha_power,relative_delta_power,spectral_edge_95,spectral_entropy,lempel_ziv,mu_c3,mu_c4,mu_mean,mu_lateralisation,emg_pre,f0,f1,f2,f3,f4,f5
A11,R3,4,1.0,8.0,11,1.7532504229638524,2.302815361703798,1.523871631174155,0.06098941846613801,0.6884315247754613,29.520615701009948,0.5792025121331288,0.478515625,0.04030096709811894,0.07666806064940564,0.05848451387376229,-0.3109121641139429,6.91086363061207,12.225630289822575,12.659303943269682,12.46021198872124,11.097178193378408,11.228438319592401,10.952694920327295
A11,R3,10,0.0,18.0,11,1.234002468286661,0.5712270577419469,1.5619212977730934,0.07106226935981738,0.4991657924838973,28.877792518039143,0.658348338447866,0.60546875,0.08743998627256638,0.07106226935981738,0.07925112781619188,0.1033279737717679,7.0130630182674825,12.108808723508176,12.674888138270687,12.021613577465615,10.973192689833056,11.253746218932536,10.930766410642168
A11,R3,16,0.0,29.0,11,1.2008903336555303,0.3869837473555341,1.366301691447138,0.10815211963103269,0.6129603164886829,25.622901651084685,0.5167184772402136,0.33203125,0.1787000143032369,0.0566970876758031,0.11769855098952,0.5182855931603485,7.195427178819218,12.56678313983296,11.796694222870212,12.771594710022336,11.046506822405151,11.473404507824661,11.107305826755232
A11,R3,22,1.0,39.0,11,1.4047943821859834,0.641272325793974,1.5012032795597237,0.1400272868966087,0.516052247164418,26.010305004300935,0.6524747654620593,0.64453125,0.11785709917507861,0.1400272868966087,0.12894219303584364,-0.08596948446257298,7.370062233023486,12.243205812444772,12.695123540098086,12.758838293884338,11.14096067194777,11.469078126795434,11.295118829356287
A11,R3,28,0.0,51.0,11,1.3241529440233248,1.2414501177104555,1.5181891383889399,0.14465210840469347,0.48414407855732317,28.164852176366438,0.6953648715873711,0.634765625,0.12422003974000943,0.14510213537105532,0.13466108755553238,-0.07753574551532712,7.389068053840492,12.095585539130232,11.64793678171873,11.515453662299537,10.675780326147157,11.005299970310498,10.528111310081684
A11,R3,34,0.0,62.0,11,0.4487425224905354,0.5635931544172922,1.046448848756653,0.11469129782593512,0.5160785758071769,29.180228113633785,0.6117851892935234,0.361328125,0.09186063785304122,0.08426452580252597,0.08806258182778359,0.043129056023875775,7.4164328473991015,12.163696042998353,12.63410910697953,12.421676865811653,11.025733579878526,11.103683772027194,10.903545071247693
A11,R3,40,0.0,73.0,11,1.9997533492964135,-0.47133676381548606,1.6175201821654246,0.09984484662788116,0.603036012755813,26.10649747070469,0.512516086573293,0.595703125,0.09984484662788116,0.07369827600587676,0.08677156131687896,0.1506632485643561,7.47430088333355,12.32798658108042,12.16954049262223,12.378009865683648,10.988369777204372,11.457873500967413,11.061481592343831
A11,R3,46,1.0,84.0,11,1.373475513162169,2.2289121222557218,1.6590889343870396,0.09380209363335495,0.5232364022533464,20.28518677384898,0.674550335599418,0.673828125,0.09380209363335495,0.06488306470823296,0.07934257917079396,0.1822415481532966,7.494111075763364,12.776099591909249,12.349004842627018,12.632711470600617,11.139532094794587,11.65705874067206,11.338964364399917
A11,R3,52,1.0,96.0,11,1.7077308374437217,1.2703313689860474,1.7152917533815475,0.13791668835753262,0.45192213749980187,29.269920189017203,0.7023163696287484,0.703125,0.09342750657093897,0.12115630066840483,0.10729190361967189,-0.12922127934163058,7.610479963661892,12.15837158652161,11.948228101899343,12.396670118748238,10.946835237848711,10.862111092661802,10.786840057795862
A11,R3,58,0.0,108.0,11,1.48597133083855,0.14155931268429192,1.8283627859622558,0.04272068503846216,0.662746527776194,17.876216077742995,0.5781957464916551,0.7421875,0.04836970072146955,0.016632653156188615,0.032501176938829084,0.4882445891884727,7.674942658295117,12.364006128235559,12.139678407652964,12.563055810039346,11.208129789161442,11.384732456393358,11.439003681153741
A11,R3,64,1.0,120.0,11,1.6130602896030097,0.28014535260621237,1.4921711199289662,0.12506631140239852,0.5182426418984141,25.38421451124444,0.6629813535884256,0.771484375,0.16328887926218774,0.060662547784924616,0.11197571352355618,0.4582526346468593,7.781487940547516,12.533711416113142,12.378671179918024,12.581472015943827,10.817067432265143,11.320211395183323,10.832742107856596
A11,R3,70,0.0,130.0,11,1.9967268811287138,1.1590492995074195,1.7957868787935054,0.09354857351670472,0.6140946828197877,26.497515868426355,0.5818827426027354,0.693359375,0.09354857351670472,0.0694766787948463,0.08151262615577551,0.14765746030471147,7.865426845553494,12.53542588108777,12.01836238487013,12.54745417038003,11.077087497806618,11.38237564224328,11.013448335282094
A11,R3,76,0.0,142.0,11,1.5478742922150226,1.8841741663446785,1.528529985561267,0.10821633294026684,0.5158281316302046,28.251951927740354,0.6826025619426794,0.595703125,0.09671594477310404,0.0890045441059591,0.09286024443953156,0.04152153978103315,7.988453534755402,12.142260334175909,11.529596262840533,11.946043230253705,10.869340924859037,11.113707062017989,10.711351921414709
A11,R3,82,0.0,154.0,11,1.513853375573192,0.3191743901753713,1.3237234954217183,0.12645006043404716,0.5483005753952094,29.972171118143763,0.6395188852871021,0.654296875,0.12178338387496757,0.09827784432246146,0.11003061409871451,0.10681363430098641,8.041294091678969,12.5891658460121,12.195694145903344,12.591728874420228,11.156962684144213,11.492998560733687,11.429734357533684
A11,R3,88,1.0,165.0,11,1.6555629063769837,2.609594178427264,1.5560808879708314,0.07351652949158055,0.5763437972091264,21.063650327894166,0.6249689628324266,0.64453125,0.06836630042288482,0.04920802673905606,0.05878716358097044,0.16294606268459547,8.050609065840627,11.847571019791735,11.85488751914284,12.36816001725946,11.641763145980516,11.340481245814614,11.588713429069923
A11,R3,94,0.0,175.0,11,1.4481271676733445,0.265193292201182,1.184698557188541,0.11830590051367906,0.6423168347357446,34.0127979480142,0.656748291159885,0.791015625,0.13966050511234718,0.05118883006992709,0.09542466759113713,0.4635681594485176,8.080846324899191,12.444903483754429,12.218053923276102,12.47141086458171,11.303686940842764,11.329925416927946,11.218978621201362
A11,R3,100,0.0,185.0,11,1.656309711037099,1.2643719733678933,1.5231231087465962,0.25713033566290183,0.4642998891426679,24.741806458210355,0.6916172814936976,0.576171875,0.10024974218254894,0.2824465065857295,0.19134812438413923,-0.47608714480371145,8.095407545566443,12.46605901254217,11.464134338494317,11.69311374878777,10.88803219596093,10.669796116849078,10.658879580781006
