recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@N1,SC4001E0-PSG,N1,100,12000,9.0231051e-05,0.00016746937,0.00039942404,0.00048247389,-0.038978123,-0.024729187,0.00028069414,9.6483438e-05,0.00072957916,0.00052079519,-0.65992877,-0.018535055
recording_id,subject,label,sfreq,n_samples,frontal_irr3,frontal_irr3_surr,frontal_irr4,frontal_irr4_surr,frontal_incr,frontal_incr_surr,posterior_irr3,posterior_irr3_surr,posterior_irr4,posterior_irr4_surr,posterior_incr,posterior_incr_surr
SC4001E0-PSG@W,SC4001E0-PSG,W,100,12000,0.0059680366,0.00033812154,0.0053052887,0.00052593332,-0.43425634,0.018557289,0.00010587863,0.00034162052,0.00040271422,0.00058408847,-0.17625686,0.019474174
SC4001E0-PSG@N3,SC4001E0-PSG,N3,100,12000,0.00041934332,0.00024446971,0.00084088444,0.00057081432,0.002777091,-0.022457175,6.778203e-05,0.00017833555,0.0003396223,0.00049643036,0.0049942594,0.0079863608
SC4001E0-PSG@N2,SC4001E0-PSG,N2,100,12000,6.5919318e-05,0.00018261058,0.00028567491,0.0007891081,0.53603716,-0.014345075,0.00011016393,0.00026223647,0.00094968407,0.00055231258,-0.091889558,0.002246838
SC4001E0-PSG@REM,SC4001E0-PSG,REM,100,12000,0.0012706859,0.00010053241,0.0015087939,0.00048855222,-0.24483447,0.013179649,4.6102748e-05,0.00014085998,0.00045236794,0.00036887749,0.015627314,0.011436794
SC4002E0-PSG@W,SC4002E0-PSG,W,100,12000,0.00056717861,0.00053159826,0.00072110098,0.0010459303,-0.32434321,0.013711411,0.00024418844,0.00011824458,0.00030162003,0.0003124736,-0.10168475,0.0040717524
SC4002E0-PSG@N1,SC4002E0-PSG,N1,100,12000,0.00060893236,0.00015404676,0.00091759142,0.00034210595,-0.45196218,0.029311152,0.00011226419,0.00027767799,0.00062398674,0.00070651782,0.027047934,-0.010386881
SC4002E0-PSG@N2,SC4002E0-PSG,N2,100,12000,4.4779801e-05,0.00068110193,0.00026969285,0.00088063527,-0.015563867,0.0062372013,6.4062552e-05,0.00010583704,0.00046800396,0.00060046397,0.012091584,-0.017724576
SC4002E0-PSG@N3,SC4002E0-PSG,N3,100,12000,7.5351573e-05,0.00014142445,0.00056674355,0.00043848021,0.0057314663,-0.0041439391,0.00014190823,0.00027225532,0.00036512105,0.00037311556,0.028691105,-0.014188307
SC4002E0-PSG@REM,SC4002E0-PSG,REM,100,12000,0.00017886484,0.00092287389,0.00061500132,0.0011140218,0.53206112,-0.021488127,0.00050833118,8.2929232e-05,0.0010595288,0.00040206602,-0.045472422,0.011200346
SC4011E0-PSG@W,SC4011E0-PSG,W,100,12000,0.002183344,0.0005861949,0.0027312388,0.00095028451,-0.32260724,-0.0098553984,0.0023056209,0.00034683398,0.0033454104,0.00065556388,-0.22571323,0.010482175
SC4011E0-PSG@N1,SC4011E0-PSG,N1,100,12000,8.9232487e-05,0.00020170069,0.0004806148,0.00063169663,-0.0090387857,0.012444324,0.00032141956,0.00018501807,0.00083360477,0.00061768892,0.092780343,0.010361686
SC4011E0-PSG@N3,SC4011E0-PSG,N3,100,12000,8.5797979e-05,7.6240459e-05,0.00030754717,0.00035910267,-0.00014982465,-0.0044706359,0.00026077799,0.0002204803,0.00072910201,0.00052818958,0.0019156302,0.026108584
SC4011E0-PSG@N2,SC4011E0-PSG,N2,100,12000,5.5357101e-05,0.00021510217,0.00018575172,0.00070414563,-0.057624213,-0.0035568541,9.785899e-05,0.00014649064,0.00051834403,0.00089971251,-0.0079610533,-0.010207734
SC4011E0-PSG@REM,SC4011E0-PSG,REM,100,12000,0.00033565339,0.00040656698,0.00073653096,0.00071139674,-0.035805639,2.6084712e-05,0.00092495609,0.0001255049,0.001033717,0.00039397452,0.03776015,0.004433564
SC4012E0-PSG@W,SC4012E0-PSG,W,100,12000,0.00070831143,0.00042765146,0.00082518389,0.0010590237,-0.28293623,-0.031524489,0.0057249539,8.8740048e-05,0.0055218974,0.00063739505,-0.26138453,0.0091565143
SC4012E0-PSG@N1,SC4012E0-PSG,N1,100,12000,6.6216783e-05,0.00015443912,0.00034168405,0.00061864157,-0.012704796,-0.011721605,0.00012020496,0.00023445309,0.000611602,0.00067249307,-0.043020008,-0.016873672
SC4012E0-PSG@N2,SC4012E0-PSG,N2,100,12000,0.00033408289,0.0002816689,0.0013337105,0.00077667734,-0.0038948297,-0.018849261,6.0811168e-05,0.0001711779,0.00028385464,0.00072775697,0.012531426,-0.025231304
SC4012E0-PSG@N3,SC4012E0-PSG,N3,100,12000,0.00029317439,0.0002124698,0.00059448321,0.00051037137,-0.0042047712,0.023837832,0.00048467376,0.00014405012,0.00083892923,0.00032135894,-0.00080684826,-0.0079040264
SC4012E0-PSG@REM,SC4012E0-PSG,REM,100,12000,6.6673671e-05,7.386342e-05,0.00015391573,0.00033508967,0.02833438,0.0065366652,0.00084322608,0.00027696304,0.0010029582,0.00053574851,0.040962008,-0.0039178048
SC4021E0-PSG@W,SC4021E0-PSG,W,100,12000,0.00067121758,0.00041127395,0.0013734124,0.00066883902,-0.19170084,0.012185015,0.0011459038,0.00013284326,0.003370278,0.00044120089,-0.1275662,-0.012665366
SC4021E0-PSG@N1,SC4021E0-PSG,N1,100,12000,0.00030486161,0.00030452517,0.00046566402,0.00065311097,-0.0094139708,0.013574643,0.00010322566,0.00047390155,0.00068697346,0.0014399523,0.041667042,0.0050338319
SC4021E0-PSG@N2,SC4021E0-PSG,N2,100,12000,9.226744e-06,0.00051243032,0.00023337464,0.00072228769,-0.029202719,-0.0031699803,4.6962532e-05,0.00023634246,0.00099711478,0.00054385589,0.016474372,0.0091192901
SC4021E0-PSG@N3,SC4021E0-PSG,N3,100,12000,0.00014057412,0.00024341512,0.00025564185,0.00053885317,-0.021772335,-0.001082635,5.156168e-05,0.00014872472,0.00027278101,0.00076633399,0.057228419,0.0028304323
SC4021E0-PSG@REM,SC4021E0-PSG,REM,100,12000,0.00044342288,0.00026888057,0.00079947712,0.00081647927,-0.037678405,-0.0022479705,0.00011286249,0.00012893797,0.00032670861,0.00067758958,0.16114697,0.016193891
SC4022E0-PSG@W,SC4022E0-PSG,W,100,12000,0.0005855112,7.2439579e-05,0.00089128808,0.00055051319,-0.11064407,0.014891935,0.0050533091,0.00047676488,0.0055827533,0.00057268032,-0.41959724,-0.014331796
SC4022E0-PSG@N1,SC4022E0-PSG,N1,100,12000,2.2355652e-05,0.00025606457,0.00015300931,0.00070252397,-0.01478624,0.020482666,0.00015805338,0.00026480421,0.00073048379,0.00063900914,-0.0071217737,-0.0039300411
SC4022E0-PSG@N2,SC4022E0-PSG,N2,100,12000,0.0016576718,0.00031063174,0.0014512523,0.00044785406,-0.052938139,0.0035154843,0.0010304385,0.0001810793,0.0015760108,0.00057106758,-0.025770098,-0.0074439039
SC4022E0-PSG@N3,SC4022E0-PSG,N3,100,12000,0.0003996907,0.00016054288,0.00068428631,0.00059787704,-0.05758272,0.0005864617,0.00057272666,0.00036933948,0.0015685975,0.00063997273,-0.072659883,-0.016432966
SC4022E0-PSG@REM,SC4022E0-PSG,REM,100,12000,0.00047461123,8.8004279e-05,0.00076791048,0.00038281951,-0.094856297,0.019372295,0.00083432743,0.00015925365,0.0010456701,0.00058779768,-0.083326995,0.010455232
SC4031E0-PSG@W,SC4031E0-PSG,W,100,12000,0.0029374049,0.00025430752,0.0034747701,0.00070960775,-0.52518842,-0.037390247,0.002092459,0.00059468289,0.003816111,0.0010886203,-0.2129381,-0.0073450537
SC4031E0-PSG@N1,SC4031E0-PSG,N1,100,12000,2.5949663e-06,0.00054023763,0.00034262547,0.00087658296,0.13426782,0.027433263,0.00074031861,9.6734048e-05,0.0011768413,0.00040932017,0.025242051,0.0029686207
SC4031E0-PSG@N2,SC4031E0-PSG,N2,100,12000,0.00016927589,0.00034783256,0.00065874893,0.0008631163,0.00011946256,-0.0035133317,6.3129709e-05,7.3154686e-05,0.00017273637,0.00032553237,0.031243645,0.022731824
SC4031E0-PSG@N3,SC4031E0-PSG,N3,100,12000,0.00010110225,0.00017398172,0.00050766582,0.0006219987,0.024393146,0.012654409,2.625859e-06,0.00031832438,0.00038658592,0.00090069403,0.0092822453,-0.004113114
SC4031E0-PSG@REM,SC4031E0-PSG,REM,100,12000,0.00011748754,0.00045352837,0.0007846184,0.00080772359,-0.023727239,-0.022926674,0.00010057793,0.00043289137,0.00042772738,0.00076665727,0.0071922298,0.0032306408
SC4032E0-PSG@W,SC4032E0-PSG,W,100,12000,0.0041260282,0.0001265889,0.0049676663,0.0004448117,-0.65534524,-0.022465813,0.0074058671,0.00014356028,0.0067744321,0.00048400871,-0.24591261,0.00047869455
